"state","year","agi_group","age_group","net_n1","outflow_rate","net_y2_agi"
"Pool 1",2017,0,5,-659.25,0.0245642414130414,-137093.954545455
"Pool 1",2017,0,6,-617.136363636364,0.0242334185984323,-104168.295454545
"Pool 1",2017,1,0,-187.340909090909,0.0565183326428466,-1101.68181818182
"Pool 1",2017,1,1,-64.8863636363636,0.091405043450433,-390.25
"Pool 1",2017,1,2,-52.4545454545455,0.0901549373993143,-325.295454545455
"Pool 1",2017,1,3,-19.7272727272727,0.0603507379217823,-119.363636363636
"Pool 1",2017,1,4,-8.79545454545454,0.0447729250618122,-55.2727272727273
"Pool 1",2017,1,5,-10.2272727272727,0.0339443535348534,-56.0454545454545
"Pool 1",2017,1,6,-31.25,0.0262524457931792,-155.227272727273
"Pool 1",2017,2,0,-518.272727272727,0.0533100950977818,-9222.43181818182
"Pool 1",2017,2,1,-189.886363636364,0.0838125719739247,-3346.88636363636
"Pool 1",2017,2,2,-160.454545454545,0.0758464185323292,-2876.77272727273
"Pool 1",2017,2,3,-46.75,0.0480830522250938,-841.886363636364
"Pool 1",2017,2,4,-27.3636363636364,0.0365717815818307,-507.136363636364
"Pool 1",2017,2,5,-45.0909090909091,0.0290631273317632,-798.409090909091
"Pool 1",2017,2,6,-48.7272727272727,0.0241673640356096,-851.113636363636
"Pool 1",2017,3,0,-826.090909090909,0.0475654129814137,-30460.8636363636
"Pool 1",2017,3,1,-195.681818181818,0.0899008323723898,-6906.84090909091
"Pool 1",2017,3,2,-284.522727272727,0.0752509001671592,-10601.1818181818
"Pool 1",2017,3,3,-99.6363636363636,0.0402535673655133,-3745.77272727273
"Pool 1",2017,3,4,-81.9318181818182,0.0265151992045635,-3028.75
"Pool 1",2017,3,5,-83.9545454545455,0.0214307870716873,-3168.84090909091
"Pool 1",2017,3,6,-80.3636363636364,0.0229430688718706,-3009.29545454545
"Pool 1",2017,4,0,-665.386363636364,0.0444076885694845,-41356.1363636364
"Pool 1",2017,4,1,-76.9090909090909,0.109462398471582,-4698.77272727273
"Pool 1",2017,4,2,-237.818181818182,0.0866658218863608,-14758.2954545455
"Pool 1",2017,4,3,-92.7954545454545,0.0468110849387269,-5780.97727272727
"Pool 1",2017,4,4,-73.4772727272727,0.026341479100096,-4595.77272727273
"Pool 1",2017,4,5,-102.318181818182,0.0210584936473519,-6379.63636363636
"Pool 1",2017,4,6,-82.0681818181818,0.0227346619668263,-5142.56818181818
"Pool 1",2017,5,0,-544.522727272727,0.0403606940274566,-47312.3636363636
"Pool 1",2017,5,1,-34.5909090909091,0.121525612683294,-2956
"Pool 1",2017,5,2,-146.022727272727,0.0856023216337898,-12595.3181818182
"Pool 1",2017,5,3,-94.5909090909091,0.0484944627715082,-8269.56818181818
"Pool 1",2017,5,4,-67.2954545454545,0.0268169808129289,-5869.81818181818
"Pool 1",2017,5,5,-95.5909090909091,0.0214441311638151,-8324.97727272727
"Pool 1",2017,5,6,-106.431818181818,0.022903306018915,-9296.65909090909
"Pool 1",2017,6,0,-877.431818181818,0.0383602275264097,-121764.522727273
"Pool 1",2017,6,1,-17.2727272727273,0.129994626297936,-2702.47727272727
"Pool 1",2017,6,2,-172.818181818182,0.0881254060659213,-23130.5909090909
"Pool 1",2017,6,3,-159.409090909091,0.0475654968713391,-22357.2727272727
"Pool 1",2017,6,4,-154.25,0.028851843893055,-21882.25
"Pool 1",2017,6,5,-194.863636363636,0.0253915885676089,-27050.9545454545
"Pool 1",2017,6,6,-178.818181818182,0.0256071048426053,-24640.9545454545
"Pool 1",2017,7,0,-441.818181818182,0.0406643614272535,-250288.727272727
"Pool 1",2017,7,1,0.136363636363636,NA,408.181818181818
"Pool 1",2017,7,2,-38.8409090909091,0.0980406921077015,-11380.0454545455
"Pool 1",2017,7,3,-97.1363636363636,0.0565327863168153,-40206.3863636364
"Pool 1",2017,7,4,-89.2954545454545,0.0356059363049125,-46723.1136363636
"Pool 1",2017,7,5,-127.204545454545,0.0332221152094362,-91314.8409090909
"Pool 1",2017,7,6,-89.4772727272727,0.0294604603277909,-61072.2727272727
"Pool 1",2018,0,0,-2337.54545454545,0.0356325760313059,-427181.931818182
"Pool 1",2018,0,1,-432.704545454545,0.0779740800751367,-17186.9545454545
"Pool 1",2018,0,2,-633.113636363636,0.0611014173662108,-51076.8181818182
"Pool 1",2018,0,3,-253.090909090909,0.0334179513189544,-40379.6590909091
"Pool 1",2018,0,4,-257.340909090909,0.0221837841700551,-63747.6818181818
"Pool 1",2018,0,5,-387.227272727273,0.018506272202533,-142911.727272727
"Pool 1",2018,0,6,-374.068181818182,0.018660240221433,-111879.068181818
"Pool 1",2018,1,0,-81.25,0.0474113353740963,-413
"Pool 1",2018,1,1,-40.3181818181818,0.0833514463626239,-223.272727272727
"Pool 1",2018,1,2,-15.7954545454545,0.0759832607889364,-90.3409090909091
"Pool 1",2018,1,3,0.227272727272727,0.0500673014595188,3.52272727272727
"Pool 1",2018,1,4,-1.84090909090909,0.0373475594824722,2.79545454545455
"Pool 1",2018,1,5,-9.81818181818182,0.0265562538722109,-55.1818181818182
"Pool 1",2018,1,6,-13.7045454545455,0.0204760836066324,-50.7954545454545
"Pool 1",2018,2,0,-250.659090909091,0.0442301155808976,-4457.04545454545
"Pool 1",2018,2,1,-136.318181818182,0.0745936578692725,-2341.45454545455
"Pool 1",2018,2,2,-72.25,0.061968399879343,-1375.68181818182
"Pool 1",2018,2,3,-0.272727272727273,0.0385686164620905,19.5
"Pool 1",2018,2,4,-3.52272727272727,0.0296771107421525,-68.6363636363636
"Pool 1",2018,2,5,-20.4772727272727,0.0226752487965262,-379.181818181818
"Pool 1",2018,2,6,-17.8181818181818,0.0186641126234988,-311.704545454545
"Pool 1",2018,3,0,-428.318181818182,0.0371692219690003,-16089.8863636364
"Pool 1",2018,3,1,-133.704545454545,0.0759295340917557,-4783.40909090909
"Pool 1",2018,3,2,-151.863636363636,0.0573027689614728,-5808.68181818182
"Pool 1",2018,3,3,-41.2272727272727,0.0299634047456813,-1571.09090909091
"Pool 1",2018,3,4,-35.8409090909091,0.0205388145624463,-1350.63636363636
"Pool 1",2018,3,5,-37.1363636363636,0.0164431350742047,-1459.29545454545
"Pool 1",2018,3,6,-28.5454545454545,0.0172181418670641,-1116.72727272727
"Pool 1",2018,4,0,-389,0.03333644338991,-24213.1818181818
"Pool 1",2018,4,1,-74.2045454545455,0.0894711870824246,-4543.27272727273
"Pool 1",2018,4,2,-144.795454545455,0.0636877553090133,-8964.61363636364
"Pool 1",2018,4,3,-35.5909090909091,0.0330247929382862,-2283.95454545455
"Pool 1",2018,4,4,-44.7272727272727,0.0197466729203114,-2799.18181818182
"Pool 1",2018,4,5,-50.8636363636364,0.0153854718766313,-3170.25
"Pool 1",2018,4,6,-38.8181818181818,0.0173730261422792,-2451.72727272727
"Pool 1",2018,5,0,-323.977272727273,0.0293003062706951,-28193.7272727273
"Pool 1",2018,5,1,-30.5909090909091,0.0961069972021391,-2604.02272727273
"Pool 1",2018,5,2,-104.159090909091,0.0611994969303118,-9065.75
"Pool 1",2018,5,3,-45.5909090909091,0.0334015607356194,-3976.75
"Pool 1",2018,5,4,-36.3636363636364,0.0193832829990103,-3155.79545454545
"Pool 1",2018,5,5,-55.3863636363636,0.0156772936439269,-4847.59090909091
"Pool 1",2018,5,6,-51.8863636363636,0.0173876373119311,-4543.65909090909
"Pool 1",2018,6,0,-542.113636363636,0.0271033740807585,-75001.6363636364
"Pool 1",2018,6,1,-16.4772727272727,0.108054800341212,-1940.15909090909
"Pool 1",2018,6,2,-123.113636363636,0.0597213142273688,-16231.1136363636
"Pool 1",2018,6,3,-82.0909090909091,0.0313934265995868,-11520.7272727273
"Pool 1",2018,6,4,-74.6590909090909,0.0203260732670433,-10692.7045454545
"Pool 1",2018,6,5,-116.977272727273,0.018507620882914,-16414.3636363636
"Pool 1",2018,6,6,-128.795454545455,0.0198681982520869,-18202.6136363636
"Pool 1",2018,7,0,-322.227272727273,0.0289338995024485,-278813.568181818
"Pool 1",2018,7,1,-1.09090909090909,NA,-751.477272727273
"Pool 1",2018,7,2,-21.1363636363636,0.0644692797815397,-9540.75
"Pool 1",2018,7,3,-48.5454545454545,0.0357733076172208,-21050
"Pool 1",2018,7,4,-60.3863636363636,0.0248939557653412,-45683.5
"Pool 1",2018,7,5,-96.5681818181818,0.0254791458939828,-116585.931818182
"Pool 1",2018,7,6,-94.5,0.0242807278276794,-85201.75
"Pool 1",2019,0,0,-2588.88636363636,0.0344596110529535,-443221.75
"Pool 1",2019,0,1,-451.886363636364,0.0763476232211821,-19378.9318181818
"Pool 1",2019,0,2,-728.454545454545,0.0592784221921739,-52594.9545454545
"Pool 1",2019,0,3,-301.795454545455,0.0318855282323083,-45147.5681818182
"Pool 1",2019,0,4,-276.045454545455,0.0213912038593963,-71429.7045454545
"Pool 1",2019,0,5,-420.113636363636,0.017915273934308,-133891.727272727
"Pool 1",2019,0,6,-410.590909090909,0.0180704318675824,-120778.704545455
"Pool 1",2019,1,0,-107.386363636364,0.045291874807421,-602.954545454545
"Pool 1",2019,1,1,-42.9545454545455,0.0814667265140431,-264.068181818182
"Pool 1",2019,1,2,-26.7727272727273,0.0739736578055578,-163.227272727273
"Pool 1",2019,1,3,-4.18181818181818,0.0480392579001969,-16.6818181818182
"Pool 1",2019,1,4,1.09090909090909,0.0375742756321139,20.0227272727273
"Pool 1",2019,1,5,-15,0.0254808723249336,-78.4090909090909
"Pool 1",2019,1,6,-19.5681818181818,0.0194037368906453,-100.613636363636
"Pool 1",2019,2,0,-349.227272727273,0.0433580155143726,-5972.06818181818
"Pool 1",2019,2,1,-150.068181818182,0.0729495367353607,-2518.31818181818
"Pool 1",2019,2,2,-102,0.0611460636880047,-1758.61363636364
"Pool 1",2019,2,3,-29.0681818181818,0.0382345492286538,-504.75
"Pool 1",2019,2,4,-22.7727272727273,0.0297067045078152,-420.25
"Pool 1",2019,2,5,-18.1590909090909,0.0222398810690392,-304.727272727273
"Pool 1",2019,2,6,-27.1590909090909,0.0181714661853965,-465.386363636364
"Pool 1",2019,3,0,-450.022727272727,0.0364405578002794,-16696.3409090909
"Pool 1",2019,3,1,-128.977272727273,0.0743881047029023,-4625.88636363636
"Pool 1",2019,3,2,-153.295454545455,0.055324348900026,-5685.65909090909
"Pool 1",2019,3,3,-43.8409090909091,0.0286206793936121,-1573.77272727273
"Pool 1",2019,3,4,-33.7045454545455,0.0203170903885197,-1311.11363636364
"Pool 1",2019,3,5,-48.9545454545455,0.0159983793271748,-1912.90909090909
"Pool 1",2019,3,6,-41.25,0.0167901636882687,-1586.79545454545
"Pool 1",2019,4,0,-419.931818181818,0.0325791332459419,-26167.1590909091
"Pool 1",2019,4,1,-71,0.0853582088742702,-4346.22727272727
"Pool 1",2019,4,2,-156.409090909091,0.061143448524234,-9781.34090909091
"Pool 1",2019,4,3,-47.1136363636364,0.0314652712055234,-2955.22727272727
"Pool 1",2019,4,4,-44.2954545454545,0.0186308842894896,-2730.65909090909
"Pool 1",2019,4,5,-52.8409090909091,0.0150887934736997,-3317
"Pool 1",2019,4,6,-48.2727272727273,0.0169419638685863,-3036.79545454545
"Pool 1",2019,5,0,-334.795454545455,0.0287358676594875,-29068.9772727273
"Pool 1",2019,5,1,-36.4772727272727,0.0938643710493725,-3111.65909090909
"Pool 1",2019,5,2,-125.704545454545,0.0599504875258632,-10865.5454545455
"Pool 1",2019,5,3,-39.5909090909091,0.0315009500088892,-3439.13636363636
"Pool 1",2019,5,4,-33.7045454545455,0.0185336651415659,-2924.29545454545
"Pool 1",2019,5,5,-52.8181818181818,0.015274652387813,-4633.45454545455
"Pool 1",2019,5,6,-46.5,0.0167889870571006,-4094.79545454545
"Pool 1",2019,6,0,-591.136363636364,0.0261389834335728,-81206.9545454545
"Pool 1",2019,6,1,-21.4545454545455,0.107572359324508,-2509.93181818182
"Pool 1",2019,6,2,-140.954545454545,0.0575444083784553,-18425.2727272727
"Pool 1",2019,6,3,-92.2954545454545,0.029815647028582,-12879.5454545455
"Pool 1",2019,6,4,-84.2727272727273,0.0194979177561398,-12008.1363636364
"Pool 1",2019,6,5,-121.136363636364,0.0175868046687518,-17114.1136363636
"Pool 1",2019,6,6,-131.022727272727,0.0188362167827235,-18269.9545454545
"Pool 1",2019,7,0,-336.386363636364,0.0277444110535632,-283507.75
"Pool 1",2019,7,1,-0.954545454545455,NA,-2002.93181818182
"Pool 1",2019,7,2,-23.3181818181818,0.0658318598371617,-5915.5
"Pool 1",2019,7,3,-45.7045454545455,0.0332066009011946,-23778.4090909091
"Pool 1",2019,7,4,-58.3863636363636,0.0232938051454871,-52055.3636363636
"Pool 1",2019,7,5,-111.204545454545,0.024357976247475,-106530.886363636
"Pool 1",2019,7,6,-96.8181818181818,0.0237211390895091,-93224.6363636364
"Pool 1",2020,0,0,-2349.65909090909,0.0364178954818752,-475728.613636364
"Pool 1",2020,0,1,-450.25,0.0791290709868123,-18800.3181818182
"Pool 1",2020,0,2,-582.863636363636,0.0613643887878946,-41705.8181818182
"Pool 1",2020,0,3,-222.568181818182,0.0337033477238263,-34669.9772727273
"Pool 1",2020,0,4,-231.636363636364,0.0225989773096621,-62653.6590909091
"Pool 1",2020,0,5,-401.295454545455,0.0194716526012382,-163411.590909091
"Pool 1",2020,0,6,-461.045454545455,0.020625405079544,-154487.159090909
"Pool 1",2020,1,0,-117.704545454545,0.0500559466646819,-608.886363636364
"Pool 1",2020,1,1,-59.0454545454545,0.088310268729462,-321.136363636364
"Pool 1",2020,1,2,-30.3863636363636,0.0792360936067337,-124.568181818182
"Pool 1",2020,1,3,1.40909090909091,0.0558617319073739,15.4318181818182
"Pool 1",2020,1,4,-4.15909090909091,0.0415922766418458,-27.7727272727273
"Pool 1",2020,1,5,-3.02272727272727,0.0279368020338385,-29.75
"Pool 1",2020,1,6,-22.5,0.0232899070783248,-121.068181818182
"Pool 1",2020,2,0,-304.431818181818,0.044638247306618,-5316.75
"Pool 1",2020,2,1,-137.818181818182,0.0753565817969825,-2307.59090909091
"Pool 1",2020,2,2,-93.3636363636364,0.0628857172521644,-1674.27272727273
"Pool 1",2020,2,3,-24.5454545454545,0.0398834429749141,-430.318181818182
"Pool 1",2020,2,4,-12.0227272727273,0.0305252948520654,-243.295454545455
"Pool 1",2020,2,5,-17.5227272727273,0.0233403047097701,-320.363636363636
"Pool 1",2020,2,6,-19.1590909090909,0.0204176001286975,-340.568181818182
"Pool 1",2020,3,0,-376.25,0.0375458529813947,-13929.8636363636
"Pool 1",2020,3,1,-126.681818181818,0.0753413707791959,-4526.18181818182
"Pool 1",2020,3,2,-112.840909090909,0.0561953015134597,-4261.61363636364
"Pool 1",2020,3,3,-29.3863636363636,0.0290994743060213,-1053.02272727273
"Pool 1",2020,3,4,-34.9772727272727,0.0207702368089818,-1327.52272727273
"Pool 1",2020,3,5,-31.5454545454545,0.0163669984838448,-1218.15909090909
"Pool 1",2020,3,6,-40.8181818181818,0.0190650326099976,-1543.68181818182
"Pool 1",2020,4,0,-352.954545454545,0.0345201055447764,-21989.1818181818
"Pool 1",2020,4,1,-72.5681818181818,0.0870594606190401,-4488.34090909091
"Pool 1",2020,4,2,-132.204545454545,0.0622597758144441,-8313.52272727273
"Pool 1",2020,4,3,-32.0909090909091,0.0328364211308995,-1979.02272727273
"Pool 1",2020,4,4,-27,0.0197507111061585,-1676.02272727273
"Pool 1",2020,4,5,-44.8181818181818,0.0163467649922304,-2790.86363636364
"Pool 1",2020,4,6,-44.2727272727273,0.0189439479368729,-2741.20454545455
"Pool 1",2020,5,0,-314.431818181818,0.0313190233169058,-27243.9318181818
"Pool 1",2020,5,1,-36.1590909090909,0.0959404758088142,-3084.70454545455
"Pool 1",2020,5,2,-107.818181818182,0.0630601777599123,-9272.27272727273
"Pool 1",2020,5,3,-28.8863636363636,0.0334566277028284,-2561.72727272727
"Pool 1",2020,5,4,-30.2954545454545,0.0197844971434632,-2613.18181818182
"Pool 1",2020,5,5,-52.0909090909091,0.0165030609238385,-4553.06818181818
"Pool 1",2020,5,6,-59.1818181818182,0.0191609309970439,-5158.95454545455
"Pool 1",2020,6,0,-527.886363636364,0.0286188861962701,-72943.8409090909
"Pool 1",2020,6,1,-18.5227272727273,0.102359856170616,-2143.72727272727
"Pool 1",2020,6,2,-103.068181818182,0.0607909682750972,-13206.6136363636
"Pool 1",2020,6,3,-71.7045454545455,0.0318676129350028,-10130.5454545455
"Pool 1",2020,6,4,-66.2954545454545,0.020619097140106,-9556.02272727273
"Pool 1",2020,6,5,-125.931818181818,0.0196331930673362,-17745.2727272727
"Pool 1",2020,6,6,-142.363636363636,0.021321978894757,-20161.4545454545
"Pool 1",2020,7,0,-356,0.0310308699057762,-333696.409090909
"Pool 1",2020,7,1,0.545454545454545,NA,-1928.56818181818
"Pool 1",2020,7,2,-3.18181818181818,0.0676303189861161,-4852.88636363636
"Pool 1",2020,7,3,-37.3636363636364,0.0351520343717936,-18530.7045454545
"Pool 1",2020,7,4,-56.8863636363636,0.0253384272912054,-47209.9772727273
"Pool 1",2020,7,5,-126.363636363636,0.0282219579290224,-136754.090909091
"Pool 1",2020,7,6,-132.75,0.0275583909495873,-124420.272727273
"Pool 1",2021,0,0,-2237.31818181818,0.036670213872111,-635954.659090909
"Pool 1",2021,0,1,-397.522727272727,0.0748580119203388,-17676.5909090909
"Pool 1",2021,0,2,-691.863636363636,0.0606925839313756,-62059.4772727273
"Pool 1",2021,0,3,-243.909090909091,0.0343136601291032,-83468.8181818182
"Pool 1",2021,0,4,-258.613636363636,0.023503155016563,-110031.545454545
"Pool 1",2021,0,5,-395.204545454545,0.0205753627829978,-206363.136363636
"Pool 1",2021,0,6,-250.204545454545,0.0198172436544466,-156355.181818182
"Pool 1",2021,1,0,-66.8863636363636,0.0469909275134675,-459.704545454545
"Pool 1",2021,1,1,-34.9772727272727,0.0803107199930184,-223.5
"Pool 1",2021,1,2,-27.5909090909091,0.0723195193816628,-183.704545454545
"Pool 1",2021,1,3,0.25,0.0502018779469964,-14.8636363636364
"Pool 1",2021,1,4,-1.86363636363636,0.039612863477717,-14.3863636363636
"Pool 1",2021,1,5,2.34090909090909,0.0283242825024865,-5.06818181818182
"Pool 1",2021,1,6,-5.04545454545455,0.0213499867178963,-18.2045454545455
"Pool 1",2021,2,0,-248.795454545455,0.043257264348831,-4349.65909090909
"Pool 1",2021,2,1,-110.477272727273,0.0713760671708778,-1840.36363636364
"Pool 1",2021,2,2,-91.1590909090909,0.0610271052391738,-1639.20454545455
"Pool 1",2021,2,3,-23.4772727272727,0.0387016812631593,-430.409090909091
"Pool 1",2021,2,4,-9.56818181818182,0.0310976721446702,-173.045454545455
"Pool 1",2021,2,5,-13.7727272727273,0.0234840399791115,-237.295454545455
"Pool 1",2021,2,6,-0.340909090909091,0.0194564981497954,-29.1136363636364
"Pool 1",2021,3,0,-399.5,0.0371325103885697,-14803.2727272727
"Pool 1",2021,3,1,-128.431818181818,0.0700001551529878,-4646.20454545455
"Pool 1",2021,3,2,-143.409090909091,0.0546567588828772,-5428.65909090909
"Pool 1",2021,3,3,-34.5909090909091,0.0296270157532256,-1172.43181818182
"Pool 1",2021,3,4,-45.0681818181818,0.0218320998280002,-1688.47727272727
"Pool 1",2021,3,5,-35.0909090909091,0.017567190618793,-1374.77272727273
"Pool 1",2021,3,6,-12.9090909090909,0.0180339670537756,-492.931818181818
"Pool 1",2021,4,0,-350.636363636364,0.0355329071854462,-21751.9318181818
"Pool 1",2021,4,1,-74.8409090909091,0.0844091649179714,-4572.79545454545
"Pool 1",2021,4,2,-150.772727272727,0.0624032334257226,-9404.86363636364
"Pool 1",2021,4,3,-36.4772727272727,0.0338524756700795,-2249.45454545455
"Pool 1",2021,4,4,-27.9318181818182,0.0208964772701233,-1736.77272727273
"Pool 1",2021,4,5,-41.9772727272727,0.0170139521980117,-2639.70454545455
"Pool 1",2021,4,6,-18.6363636363636,0.018421342425836,-1148.27272727273
"Pool 1",2021,5,0,-288.886363636364,0.0326955764258964,-25122.2272727273
"Pool 1",2021,5,1,-40.0681818181818,0.0981509016530044,-3448.27272727273
"Pool 1",2021,5,2,-115.818181818182,0.0638898643850272,-9979.02272727273
"Pool 1",2021,5,3,-31.7045454545455,0.0347217610714306,-2784.65909090909
"Pool 1",2021,5,4,-24.7727272727273,0.0206363984189585,-2172.11363636364
"Pool 1",2021,5,5,-45.7727272727273,0.0176034806292716,-4013.59090909091
"Pool 1",2021,5,6,-30.75,0.0187677242375364,-2724.43181818182
"Pool 1",2021,6,0,-508.772727272727,0.0301412144548162,-70429.8863636364
"Pool 1",2021,6,1,-9.54545454545454,0.105219128080305,-1023.68181818182
"Pool 1",2021,6,2,-144.568181818182,0.0634399993396978,-19115.75
"Pool 1",2021,6,3,-70.9545454545455,0.0332546600888381,-9943.77272727273
"Pool 1",2021,6,4,-71.8181818181818,0.0216304128100105,-10148.5
"Pool 1",2021,6,5,-119.022727272727,0.0208966716711948,-16968.9090909091
"Pool 1",2021,6,6,-92.8636363636364,0.0206580131541275,-13229.1590909091
"Pool 1",2021,7,0,-373.840909090909,0.0332097360193479,-499038.113636364
"Pool 1",2021,7,1,0.818181818181818,NA,-1921.68181818182
"Pool 1",2021,7,2,-18.5454545454545,0.0757038344434404,-16308.5
"Pool 1",2021,7,3,-46.9545454545455,0.0378480812845049,-66873.1590909091
"Pool 1",2021,7,4,-77.5909090909091,0.0264926056129827,-94098.1590909091
"Pool 1",2021,7,5,-141.909090909091,0.0302044869891806,-181123.659090909
"Pool 1",2021,7,6,-89.6590909090909,0.0272362605149705,-138713.090909091
"Pool 1",2022,0,0,-2279.06818181818,0.0364022740418871,-580185.5
"Pool 1",2022,0,1,-563.477272727273,0.0743171461406027,-25467.9318181818
"Pool 1",2022,0,2,-774.068181818182,0.0615352704285628,-74422.4090909091
"Pool 1",2022,0,3,-204.613636363636,0.0338564281557022,-19811.7045454545
"Pool 1",2022,0,4,-197.840909090909,0.022962412513236,-103832.227272727
"Pool 1",2022,0,5,-340.886363636364,0.0201918674089762,-210044.090909091
"Pool 1",2022,0,6,-198.181818181818,0.0185778528863497,-146607.363636364
"Pool 1",2022,1,0,-74.3863636363636,0.0432494811506978,-436.818181818182
"Pool 1",2022,1,1,-43.3409090909091,0.0717640766642303,-268.454545454545
"Pool 1",2022,1,2,-24.4545454545455,0.0658639358009688,-132.863636363636
"Pool 1",2022,1,3,-3.52272727272727,0.04449144999886,-27.2045454545455
"Pool 1",2022,1,4,-5.25,0.0370408895755866,-18.75
"Pool 1",2022,1,5,-5.25,0.0272409269812793,-20.5227272727273
"Pool 1",2022,1,6,7.43181818181818,0.0198719917591477,30.8863636363636
"Pool 1",2022,2,0,-273.318181818182,0.0430415691810828,-4949
"Pool 1",2022,2,1,-164.545454545455,0.0694278347462336,-2930.09090909091
"Pool 1",2022,2,2,-85.4090909090909,0.0599876951412793,-1504
"Pool 1",2022,2,3,-21.6363636363636,0.0375603506791047,-406.295454545455
"Pool 1",2022,2,4,-6.65909090909091,0.0308284701199566,-127.204545454545
"Pool 1",2022,2,5,-10.5,0.0244319524525893,-194.204545454545
"Pool 1",2022,2,6,15.4318181818182,0.0186228749877073,212.772727272727
"Pool 1",2022,3,0,-394.522727272727,0.0380531428062891,-14610.4090909091
"Pool 1",2022,3,1,-174.363636363636,0.0711808980392673,-6427
"Pool 1",2022,3,2,-151.25,0.0555601340084411,-5611.09090909091
"Pool 1",2022,3,3,-32.0909090909091,0.0291687210233669,-1133.47727272727
"Pool 1",2022,3,4,-28.1136363636364,0.0221314913272544,-1033.56818181818
"Pool 1",2022,3,5,-20.3863636363636,0.0178281956057404,-775.727272727273
"Pool 1",2022,3,6,11.6818181818182,0.0171734886522184,370.409090909091
"Pool 1",2022,4,0,-314.5,0.0357614667839725,-19761.9772727273
"Pool 1",2022,4,1,-91.6590909090909,0.0876179149769744,-5711.79545454545
"Pool 1",2022,4,2,-152.909090909091,0.0628968132573135,-9666.56818181818
"Pool 1",2022,4,3,-14.5,0.0337051508629925,-916.022727272727
"Pool 1",2022,4,4,-18.7045454545455,0.0206864869009138,-1141.59090909091
"Pool 1",2022,4,5,-24.1818181818182,0.0169164262427906,-1518.20454545455
"Pool 1",2022,4,6,-12.5454545454545,0.0169741043632014,-807.681818181818
"Pool 1",2022,5,0,-288.068181818182,0.0333683767099639,-25098.5
"Pool 1",2022,5,1,-50.1818181818182,0.10476787577846,-4338.34090909091
"Pool 1",2022,5,2,-146.886363636364,0.0674413433516547,-12780.7954545455
"Pool 1",2022,5,3,-20.4772727272727,0.0343196283234115,-1858.52272727273
"Pool 1",2022,5,4,-16.4090909090909,0.0205235620398362,-1443
"Pool 1",2022,5,5,-34.5909090909091,0.0174441943391683,-2984.79545454545
"Pool 1",2022,5,6,-19.5227272727273,0.0174891315778795,-1693.02272727273
"Pool 1",2022,6,0,-530.863636363636,0.030229618671293,-73462.8636363636
"Pool 1",2022,6,1,-39.1136363636364,0.124109076193333,-4657.56818181818
"Pool 1",2022,6,2,-188.818181818182,0.0673168667635291,-25179.6136363636
"Pool 1",2022,6,3,-65.0681818181818,0.0341344802158193,-9258.04545454545
"Pool 1",2022,6,4,-51.7045454545455,0.0212855867359138,-7459.75
"Pool 1",2022,6,5,-103.5,0.0197433360351264,-14921.0227272727
"Pool 1",2022,6,6,-82.6590909090909,0.018687486228756,-11986.7727272727
"Pool 1",2022,7,0,-403.409090909091,0.0319233266345107,-441866.068181818
"Pool 1",2022,7,1,-0.272727272727273,0.155943189092951,-1134.88636363636
"Pool 1",2022,7,2,-24.3409090909091,0.0831088231721727,-19547.6590909091
"Pool 1",2022,7,3,-47.3181818181818,0.0379464681645359,-6211.97727272727
"Pool 1",2022,7,4,-71,0.0245744661893011,-92608.25
"Pool 1",2022,7,5,-142.477272727273,0.0277155864836274,-189629.636363636
"Pool 1",2022,7,6,-118,0.0246069999617151,-132733.909090909
"Pool 1",2023,0,0,-1302.5,0.0353753774833964,-438420.181818182
"Pool 1",2023,0,1,-328.5,0.0771779257871421,-25285.6363636364
"Pool 1",2023,0,2,-462.727272727273,0.0585454014217892,-58308.8409090909
"Pool 1",2023,0,3,-113.909090909091,0.0314666624642408,-49700.4318181818
"Pool 1",2023,0,4,-98.6136363636364,0.0213691916176328,-68221.3181818182
"Pool 1",2023,0,5,-230,0.0184418851351743,-139055.068181818
"Pool 1",2023,0,6,-68.75,0.0170329529129911,-97848.6590909091
"Pool 1",2023,1,0,27.2727272727273,0.0443713414548209,339.636363636364
"Pool 1",2023,1,1,23.3409090909091,0.0776487923489938,227.636363636364
"Pool 1",2023,1,2,-10.9318181818182,0.0675123319814694,0.0909090909090909
"Pool 1",2023,1,3,1.20454545454545,0.0459104075157159,31.1363636363636
"Pool 1",2023,1,4,2.93181818181818,0.0362181749863674,18.5454545454545
"Pool 1",2023,1,5,-4.45454545454545,0.0270472055584471,-14.2272727272727
"Pool 1",2023,1,6,15.1818181818182,0.0193399048401169,76.6363636363636
"Pool 1",2023,2,0,-2.97727272727273,0.0451884544893309,-313.022727272727
"Pool 1",2023,2,1,-36.5,0.0738830814040987,-829.340909090909
"Pool 1",2023,2,2,-8.88636363636364,0.0607743149449636,-208.318181818182
"Pool 1",2023,2,3,11.5227272727273,0.0390387505686178,198.340909090909
"Pool 1",2023,2,4,10.4772727272727,0.0318804578398754,175.613636363636
"Pool 1",2023,2,5,1.63636363636364,0.0240782170892717,33.4318181818182
"Pool 1",2023,2,6,18.7727272727273,0.0178675897562812,317.181818181818
"Pool 1",2023,3,0,-120.795454545455,0.038522587482729,-4452.61363636364
"Pool 1",2023,3,1,-113.840909090909,0.0731059665949073,-4253.06818181818
"Pool 1",2023,3,2,-36.2727272727273,0.053742113613022,-1320.40909090909
