"state","year","agi_class","age_group","total_n1","total_n2","nonmig_y1_agi","outflow_n1","outflow_n2","samest_y1_agi","net_outflow_n1","pct_outflow_n1","net_outflow_n2","pct_outflow_n2","outflow_agi","net_outflow_agi","total_agi","pct_outflow_agi"
"WA",2022,6,"0",668274,1584923,79926420,22474,49840,2006395,324,0.0745801871687362,8130,0.0314463226289227,3129709,73107,84404144,0.0370800395772037
"WA",2022,6,"1",12292,16628,953470,1228,1483,51200,-794,0.120647575658965,-810,0.089186913639644,172353,-97425,1144191,0.150633067381233
"WA",2022,6,"2",103499,220635,10446247,6680,12411,547156,-2084,0.119914202069585,-1565,0.0562512747297573,926404,-272099,11867490,0.0780623366861906
"WA",2022,6,"3",145073,453432,17147224,5595,16825,507791,846,0.115976094793656,4595,0.0371058945994107,774554,112968,18238070,0.0424690770459813
"WA",2022,6,"4",131307,361578,16719502,3346,8757,325354,1039,0.0666910370353447,3141,0.0242188407480544,471046,147272,17339617,0.0271658826143622
"WA",2022,6,"5",128514,266119,16722253,2885,5652,310156,882,0.0439796442410944,1847,0.021238618813388,407425,123886,17313358,0.0235324077512866
"WA",2022,6,"6",147589,266531,17937720,2740,4712,264735,435,0.0319264985872931,922,0.0176789941882933,377924,58505,18501416,0.0204267608490074
"WA",2022,7,"0",383129,1000638,150285119,13393,32361,2492828,1579,0.0844650235299338,6382,0.0323403668459523,8066632,1911049,158479013,0.0509003170028577
"WA",2022,7,"1",2584,3046,394870,354,384,11458,78,0.148606811145511,64,0.126066973079448,126912,38361,449588,0.28228511437138
"WA",2022,7,"2",50126,99146,12571687,3088,5639,540102,-383,0.112496508797829,-486,0.0568757186371614,1560817,220208,13953531,0.111858209939835
"WA",2022,7,"3",94571,307470,33448760,3739,11580,648085,605,0.122447684808239,3017,0.0376622109474095,1741266,138466,35126431,0.0495713897036679
"WA",2022,7,"4",92437,293196,40966628,2620,7663,477793,853,0.0828997046637169,2812,0.0261361000832208,1647550,519759,43950567,0.0374864333377087
"WA",2022,7,"5",74392,170301,33758685,2092,4416,493666,410,0.0593612216367351,861,0.0259305582468688,1479868,274738,34980972,0.0423049422411704
"WA",2022,7,"6",69019,127479,29144486,1500,2679,321721,16,0.0388153986583405,114,0.0210152260372297,1510216,719515,30017922,0.0503104778538634
"WV",2022,0,"0",660374,1316812,38495972,19742,33868,698742,-447,0.0512860893978261,-1973,0.0257196927123993,1302499,38682,40329135,0.0322967254318745
"WV",2022,0,"1",68468,92809,1329019,4433,5612,91784,582,0.0819652976572998,492,0.0604682735510565,126323,14258,1509138,0.0837054000363121
"WV",2022,0,"2",108528,231437,4393312,5879,10134,192157,65,0.0933768244139761,-511,0.043787294166447,307416,8890,4842189,0.0634869890456568
"WV",2022,0,"3",110613,297788,7010100,3249,7759,143233,-231,0.070145462106624,-432,0.0260554488428009,248243,-1750,7382758,0.033624696895117
"WV",2022,0,"4",107518,245066,8228448,2043,4107,113944,-557,0.0381982551758775,-954,0.016758750703892,173083,-43085,8544149,0.0202574884871507
"WV",2022,0,"5",108440,196510,8210499,1730,2827,85972,-518,0.0260697159719661,-803,0.0143860363340288,174841,-51943,8501667,0.0205654961550482
"WV",2022,0,"6",156807,253202,9324591,2408,3429,71649,212,0.0218676462147736,235,0.0135425470572902,272590,112312,9549231,0.0285457541031314
"WV",2022,1,"0",60689,96892,599266,2321,3456,23583,116,0.0569460693041573,78,0.0356685794492837,12132,357,649478,0.0186796165536015
"WV",2022,1,"1",11583,15515,85623,742,944,7193,50,0.0814987481654148,25,0.0608443441830487,4117,237,99206,0.0414995060782614
"WV",2022,1,"2",9700,18828,92508,615,1034,6715,59,0.10659793814433,52,0.0549182069258551,3240,369,105065,0.0308380526340837
"WV",2022,1,"3",7037,14827,71948,324,631,3970,35,0.0896688929941737,88,0.0425574964591623,1621,110,79445,0.0204040531185097
"WV",2022,1,"4",5013,8592,56970,171,257,1875,-29,0.0512667065629364,-56,0.0299115456238361,862,-260,61253,0.0140727801087294
"WV",2022,1,"5",6629,10112,81275,152,200,965,-18,0.0301704631166088,-40,0.0197784810126582,750,-168,85677,0.0087538079064393
"WV",2022,1,"6",20727,29018,210939,317,390,2863,19,0.0188160370531191,9,0.0134399338341719,1540,70,218830,0.0070374263126628
"WV",2022,2,"0",130056,217128,2315771,4406,6497,75298,146,0.0499554038260442,-42,0.0299224420618253,76680,2742,2474152,0.0309924370046788
"WV",2022,2,"1",25591,32506,323993,1616,1979,25005,307,0.0773318744871244,324,0.0608810681105027,28255,5951,368574,0.0766603178737513
"WV",2022,2,"2",23193,44606,388232,1207,1963,20765,17,0.0846376061742767,-62,0.0440075326189302,21160,172,432795,0.0488915075266581
"WV",2022,2,"3",17856,39924,330325,541,1098,13017,-45,0.061491935483871,-78,0.027502254283138,9329,-870,355156,0.0262673304125511
"WV",2022,2,"4",13744,25488,266630,333,535,6341,-73,0.0389260768335274,-133,0.0209902699309479,5801,-1366,282079,0.0205651608237409
"WV",2022,2,"5",14589,22754,310952,224,309,3500,-100,0.0211803413530742,-133,0.0135800298848554,3900,-1765,322655,0.0120872138971967
"WV",2022,2,"6",35083,51850,695639,485,613,6668,40,0.0174728500983382,40,0.0118225650916104,8233,621,712890,0.0115487662893293
"WV",2022,3,"0",175665,313544,5840443,5418,8348,161577,-49,0.0475222725073293,-492,0.0266246523613911,193989,-4587,6187604,0.0313512306217399
"WV",2022,3,"1",22619,29916,528003,1469,1834,34147,177,0.0810822759626862,128,0.0613049872977671,50724,5726,596985,0.0849669589688183
"WV",2022,3,"2",35982,68040,1075921,1840,2870,53014,23,0.0797621032738592,-182,0.0421810699588477,66194,-507,1188802,0.0556812656775477
"WV",2022,3,"3",29848,68833,1012022,779,1636,30942,-112,0.0548110426159207,-200,0.0237676695770924,28642,-4118,1075810,0.0266236603117651
"WV",2022,3,"4",26508,49735,942408,490,834,18485,-106,0.0314622000905387,-214,0.0167688750376998,17912,-4168,983624,0.0182102104056021
"WV",2022,3,"5",26772,42626,1018981,356,507,13660,-120,0.0189376961004034,-157,0.0118941491108713,13104,-4523,1052034,0.0124558711980791
"WV",2022,3,"6",33936,54394,1263105,484,667,11327,89,0.0196546440358322,133,0.0122623818803545,17411,3002,1290348,0.0134932591827941
"WV",2022,4,"0",104795,213711,5828657,2861,4942,119490,-277,0.0471587384894318,-612,0.0231246870774083,174758,-17793,6124069,0.0285362558782404
"WV",2022,4,"1",5980,9634,231778,439,607,14528,65,0.101505016722408,62,0.0630060203446128,26202,3493,262349,0.0998745945286622
"WV",2022,4,"2",18228,40659,904175,1030,1741,37879,-42,0.0955123985077902,-184,0.0428195479475639,62679,-2914,999095,0.0627357758771688
"WV",2022,4,"3",18934,50079,1058971,525,1215,26641,-50,0.0641702756945178,-109,0.0242616665668244,32396,-2959,1119310,0.0289428308511494
"WV",2022,4,"4",19025,40892,1113737,296,571,17773,-158,0.0300131406044678,-228,0.0139636114643451,18316,-9592,1159109,0.0158017925837863
"WV",2022,4,"5",19525,34956,1180201,259,379,12105,-63,0.0194110115236876,-90,0.0108422016248999,15814,-4168,1212869,0.0130385062195505
"WV",2022,4,"6",23103,37491,1339793,312,429,10562,-29,0.0185690170107778,-63,0.0114427462591022,19349,-1651,1371333,0.0141096290981111
"WV",2022,5,"0",69669,163248,5426503,1695,3468,89651,-110,0.0497782370925376,-250,0.0212437518376948,146325,-9608,5652799,0.0258854065039284
"WV",2022,5,"1",1869,3564,100375,111,166,7446,-15,0.0888175494917068,-32,0.0465768799102132,9482,-1249,114607,0.0827349114801016
"WV",2022,5,"2",10199,27165,709722,540,1078,28217,-7,0.105696636925189,-62,0.0396834161605006,46465,-571,776920,0.0598066725016733
"WV",2022,5,"3",13102,40804,1024508,377,1025,20779,-20,0.0782323309418409,-64,0.0251200862660523,32635,-1769,1075642,0.030340020192592
"WV",2022,5,"4",14090,34908,1146643,210,475,14991,-46,0.0337118523775727,-24,0.0136071960582102,18283,-3925,1183168,0.0154525815437875
"WV",2022,5,"5",14335,28364,1179975,196,333,9003,-60,0.0232298569933729,-106,0.0117402340995628,16974,-5380,1210572,0.014021470841883
"WV",2022,5,"6",16074,28443,1265278,261,391,9212,38,0.0243249968893866,38,0.0137467918292726,22484,3286,1291888,0.0174039854848098
"WV",2022,6,"0",95134,247765,11066990,2240,5152,145127,-314,0.0541551916244455,-759,0.0207938974431417,302800,-45444,11527348,0.0262679672722642
"WV",2022,6,"1",807,1648,57358,56,82,3464,-2,0.101610904584882,-15,0.0497572815533981,7541,100,65528,0.115080576242217
"WV",2022,6,"2",10090,29003,1001473,546,1204,38560,-16,0.119326065411298,-149,0.0415129469365238,71803,-2438,1098513,0.0653638145383805
"WV",2022,6,"3",19516,67819,2288419,523,1568,32173,-56,0.0803443328550933,-143,0.023120364499624,71520,-7126,2391207,0.0299095812282249
"WV",2022,6,"4",23091,66087,2827414,399,1002,35559,-94,0.0433935299467325,-192,0.0151618321303736,55019,-13620,2926320,0.0188014297821154
"WV",2022,6,"5",20430,43659,2469361,349,675,20794,-146,0.0330396475770925,-255,0.015460729746444,46654,-22440,2560376,0.018221542460951
"WV",2022,6,"6",21200,39549,2422963,367,621,14575,0,0.0292924528301887,-5,0.0157020405067132,50260,79,2485402,0.0202220807740559
"WV",2022,7,"0",24366,64524,7418340,801,2005,84014,41,0.0822867930723139,104,0.0310737090075011,395813,113015,7713682,0.0513131083184399
"WV",2022,7,"1",19,26,1887,0,0,0,0,0,0,0,0,0,1887,0
"WV",2022,7,"2",1136,3136,221279,101,244,7005,31,0.214788732394366,76,0.0778061224489796,35872,14779,240996,0.14884894355093
"WV",2022,7,"3",4320,15502,1223905,180,586,15708,17,0.135648148148148,74,0.0378015739904528,72097,14983,1286185,0.0560549221146258
"WV",2022,7,"4",6047,19364,1874643,144,433,18917,-51,0.0716057549197949,-107,0.0223610824209874,56889,-10153,1948593,0.0291949114053063
"WV",2022,7,"5",6160,14039,1969752,194,424,25942,-11,0.0688311688311688,-22,0.0302015813092101,77643,-13497,2057481,0.0377369219934473
"WV",2022,7,"6",6684,12457,2126871,182,318,16440,55,0.0475763016157989,83,0.0255278156859597,153310,106904,2178537,0.0703729154014827
"WI",2022,0,"0",2481929,4853565,187100386,56045,90924,5209305,964,0.0366344081559142,-898,0.0187334464460659,4862180,314082,196173551,0.0247850945003284
"WI",2022,0,"1",248471,299518,5326254,13994,16149,589417,2387,0.0649935002475138,2389,0.053916626045847,510169,126510,6190669,0.082409348650364
"WI",2022,0,"2",433476,825233,20621953,17540,27148,1310435,306,0.0626286115032897,-809,0.0328973756502709,1108511,50274,22808099,0.0486016392685774
"WI",2022,0,"3",423076,1169484,33958424,8084,19564,932063,-314,0.046242282710435,-246,0.0167287453269989,834121,40146,35591097,0.0234362262000522
"WI",2022,0,"4",372342,895456,39119279,4879,10063,775540,-171,0.0270262285748049,-538,0.0112378497659293,644614,37028,40439515,0.0159402010632422
"WI",2022,0,"5",432518,767607,44746635,5084,8506,870544,-365,0.0196662335440375,-509,0.0110811912866871,955547,30294,46470183,0.0205625831083988
"WI",2022,0,"6",572046,896267,43327839,6464,9494,731305,-879,0.0165965674089147,-1185,0.0105928255754145,809215,29828,44673986,0.0181137855037157
"WI",2022,1,"0",168416,242459,1696496,4770,6717,87878,223,0.03988338400152,363,0.0277036529887527,25757,1325,1842698,0.0139778737481671
"WI",2022,1,"1",29989,37692,231613,1718,2087,23916,116,0.0695921838007269,150,0.0553698397537939,9780,573,270840,0.0361098803721755
"WI",2022,1,"2",24676,44924,247632,1221,1978,19137,93,0.0801588588101799,164,0.0440299171934823,6693,769,282248,0.0237131884016893
"WI",2022,1,"3",16475,33029,169252,476,910,9294,-11,0.0552352048558422,14,0.0275515456114324,2638,-51,185404,0.0142283877370499
"WI",2022,1,"4",12098,18528,121274,294,446,5863,27,0.0368655976194412,48,0.0240716753022453,1551,104,131023,0.0118376162963754
"WI",2022,1,"5",20820,26479,249511,316,392,9143,36,0.0188280499519693,40,0.0148041844480532,1497,136,262989,0.00569225328816034
"WI",2022,1,"6",64358,81807,677211,745,904,20522,-38,0.0140464277945244,-53,0.0110503991101006,3596,-206,710193,0.00506341234002588
"WI",2022,2,"0",334013,516923,6049934,10172,14213,300650,449,0.0425522359908147,417,0.0274953909963379,179344,8394,6536824,0.027435953606828
"WI",2022,2,"1",75893,90963,970753,4158,4699,103711,608,0.0619161187461294,580,0.051658366588613,73463,11041,1128560,0.0650944566527256
"WI",2022,2,"2",61706,112375,1033241,2878,4393,72524,50,0.0711924286131008,-24,0.0390923248053393,51162,881,1162016,0.0440286536502079
"WI",2022,2,"3",40007,89462,743155,1104,2292,36342,34,0.0572899742545055,170,0.025619816234826,19407,602,802110,0.024194935856678
"WI",2022,2,"4",26598,46387,534026,568,946,18294,-34,0.0355665839536807,-20,0.0203936447711643,10027,-552,565803,0.0177217158622347
"WI",2022,2,"5",35531,48770,801539,508,670,22922,-42,0.0188567729588247,-62,0.0137379536600369,9092,-726,837953,0.0108502505510452
"WI",2022,2,"6",94278,128966,1967217,956,1213,46855,-167,0.0128662042045864,-227,0.00940557976520943,16191,-2852,2040380,0.00793528656426744
"WI",2022,3,"0",627927,999805,20126851,15265,21234,961211,295,0.0338160327553999,-218,0.0212381414375803,556935,10333,21569312,0.0258207123157197
"WI",2022,3,"1",100474,115826,2304802,4981,5646,254184,611,0.0561936421362741,619,0.0487455320912403,176595,22721,2665789,0.0662449278618825
"WI",2022,3,"2",148764,238079,4493322,5367,7406,324523,-110,0.0497835497835498,-565,0.0311073215193276,198783,-3442,4994755,0.0397983484675425
"WI",2022,3,"3",102914,222196,3116127,1815,3687,137357,-58,0.0358260295003595,-14,0.0165934580280473,67273,-2710,3322787,0.0202459561807603
"WI",2022,3,"4",76014,132658,2705025,1065,1702,83928,42,0.0223906122556371,-36,0.0128299838682929,39417,1578,2827060,0.0139427532489583
"WI",2022,3,"5",88152,122877,3395813,921,1258,79417,-21,0.0142708049732281,20,0.0102378801565793,34183,-1105,3513809,0.00972818955156641
"WI",2022,3,"6",111609,168169,4111759,1116,1535,81799,-169,0.0137533711439042,-242,0.00912772270751446,40682,-6707,4245111,0.009583259424783
"WI",2022,4,"0",435518,779406,23614534,9331,14147,899273,407,0.0324831579865815,95,0.01815100217345,574233,26399,24997959,0.0229711953683899
"WI",2022,4,"1",30224,36812,1115524,1995,2312,135828,574,0.0764955002646903,564,0.0628056068673259,121243,35197,1307858,0.0927034892167192
"WI",2022,4,"2",89309,155149,4302309,3591,5212,319557,234,0.0583591799258753,91,0.033593513332345,221321,16046,4796956,0.0461378007219578
"WI",2022,4,"3",78939,188069,4348486,1390,2995,151629,-73,0.0379406883796349,-145,0.015925006247707,85648,-4700,4585106,0.0186796117690627
"WI",2022,4,"4",66430,130666,3830981,737,1335,103831,-23,0.0200963420141502,-32,0.0102168888616779,45652,-1257,3980139,0.011469951175072
"WI",2022,4,"5",79359,127838,4827467,723,1078,94165,-108,0.013583840522184,-100,0.00843254744285737,44912,-6631,4975605,0.00902644000076373
"WI",2022,4,"6",91257,140872,5189765,895,1215,94261,-197,0.0133140471415891,-283,0.00862485092850247,55455,-12256,5352293,0.0103609798641442
"WI",2022,5,"0",290645,647484,22351494,5363,9541,628982,26,0.032826988250271,-221,0.0147354992555801,464300,3243,23391201,0.0198493442042587
"WI",2022,5,"1",7902,11644,386642,714,845,45445,276,0.106934953176411,269,0.0725695637238063,60722,23897,455747,0.13323620341988
"WI",2022,5,"2",45839,105730,3120678,1917,3152,193794,67,0.0687624075568839,-126,0.0298117847347016,165454,6320,3448307,0.0479812267295226
"WI",2022,5,"3",54636,167212,4246868,890,2322,122700,-100,0.0424994509114869,-103,0.0138865631653231,77495,-8143,4449286,0.0174174013538352
"WI",2022,5,"4",50167,124577,4066183,539,1123,93345,-22,0.0223852333207088,-36,0.00901450508520834,46897,-1958,4207155,0.0111469627337239
"WI",2022,5,"5",62284,119492,5169924,594,1022,94351,-36,0.0164087084965641,0,0.00855287383255783,51866,-2952,5320792,0.00974779694451503
"WI",2022,5,"6",69817,118829,5361195,709,1077,79344,-159,0.0154260423679047,-225,0.00906344410876133,61863,-13922,5509911,0.0112275860717169
"WI",2022,6,"0",470245,1236631,55418364,7538,16209,1210264,-439,0.034469266020904,-1309,0.0131073861159877,1030630,-62907,57606381,0.0178908999681823
"WI",2022,6,"1",3605,6063,231823,388,511,21515,183,0.141747572815534,183,0.0842817087250536,48561,22460,267665,0.181424541871369
"WI",2022,6,"2",54933,146900,5515344,2099,4053,296833,-7,0.0737807875047786,-231,0.0275901974132063,281079,228,6031139,0.0466046297390924
"WI",2022,6,"3",99784,355471,11887901,1597,4723,269981,-164,0.0473322376332879,-439,0.0132865972189011,220368,-21642,12372082,0.0178117151179567
"WI",2022,6,"4",101412,308276,12716795,995,2467,217443,-139,0.0243265096832722,-359,0.00800256912636728,140045,-20057,13082953,0.0107043876103507
"WI",2022,6,"5",105536,228123,13115778,1159,2241,233871,-137,0.0212344602789569,-241,0.00982364776896674,162161,-19780,13556509,0.0119618553714677
"WI",2022,6,"6",104975,191798,11950720,1300,2214,170618,-175,0.0210907358894975,-222,0.0115433946130825,178414,-24116,12296031,0.0145098853443034
"WI",2022,7,"0",155165,430857,57842710,3606,8863,1121045,3,0.0571198401701415,-25,0.0205706301626758,2030977,327293,60229172,0.0337208188749465
"WI",2022,7,"1",384,518,85093,40,49,4814,19,0.127604166666667,24,0.0945945945945946,19804,10623,94206,0.210220155828716
"WI",2022,7,"2",8249,22076,1909424,467,954,84063,-21,0.115650381864468,-118,0.0432143504258018,184016,29473,2092675,0.0879333866940638
"WI",2022,7,"3",30321,114045,9446631,812,2635,204756,58,0.086903466244517,271,0.023104914726643,361290,76791,9874320,0.0365888486498311
"WI",2022,7,"4",39623,134364,15144992,681,2044,252834,-22,0.0515861999343815,-103,0.0152124080854991,361021,59170,15645380,0.0230752464944923
"WI",2022,7,"5",40836,94028,17186599,863,1845,336672,-57,0.0451807228915663,-166,0.0196218147785766,651833,61351,18002523,0.0362078693080964
"WI",2022,7,"6",35752,65826,14069969,743,1336,237903,26,0.0373685388230029,67,0.0202959316987209,453011,89886,14520065,0.0311989650184073
"WY",2022,0,"0",233474,472961,22827184,12208,21810,262236,-1069,0.0934151126035447,-2467,0.0461137387649299,1082171,-997221,24722064,0.0437734891390945
"WY",2022,0,"1",25284,33069,521479,2883,3670,25375,246,0.14515108368929,307,0.110980071970728,86736,6355,610202,0.142143093598513
"WY",2022,0,"2",40074,84919,1899496,3347,6127,53570,-239,0.152892149523382,-469,0.0721511087035881,185657,-58986,2143898,0.086597869861346
"WY",2022,0,"3",42590,122658,3793374,2027,5178,45368,-213,0.121577835172576,-744,0.0422149390989581,186067,-261236,4247347,0.0438078169737486
"WY",2022,0,"4",33665,79232,4301277,1239,2628,72640,-262,0.0780632704589336,-533,0.0331684168012924,148440,-286464,4628332,0.0320720294049779
"WY",2022,0,"5",37666,66242,5606260,1196,1947,35706,-447,0.0516911803748739,-778,0.0293922284955164,166983,-304904,6053511,0.027584487746037
"WY",2022,0,"6",54195,86841,6705296,1516,2260,29575,-154,0.0417012639542393,-250,0.0260245736460888,308285,-91986,7038770,0.0437981351855509
"WY",2022,1,"0",15642,23365,193811,1105,1600,7752,57,0.102288709883647,65,0.0684784934731436,6187,818,214692,0.0288180276861737
"WY",2022,1,"1",3411,4266,26083,396,488,2101,57,0.143066549399003,60,0.114392873886545,2383,543,31558,0.0755117561315673
"WY",2022,1,"2",2481,4486,25655,254,420,1344,19,0.169286577992745,7,0.0936246098974588,1453,201,30053,0.048347918677004
"WY",2022,1,"3",1765,3601,22457,133,257,795,3,0.145609065155807,25,0.0713690641488475,741,97,24895,0.0297650130548303
"WY",2022,1,"4",1152,1796,15225,75,115,692,2,0.0998263888888889,8,0.0640311804008909,394,20,16365,0.0240757714634892
"WY",2022,1,"5",1750,2335,24251,84,117,598,-5,0.0668571428571429,7,0.0501070663811563,392,-7,26303,0.0149032429760864
"WY",2022,1,"6",5083,6881,80137,163,203,2220,-19,0.0399370450521346,-42,0.0295015259409969,821,-36,85516,0.00960054258852145
"WY",2022,2,"0",34007,51880,644855,2506,3534,18624,44,0.103919781221513,41,0.0681187355435621,44206,734,713712,0.0619381487210528
"WY",2022,2,"1",8734,10458,109542,1044,1214,6472,109,0.138997023128005,107,0.116083381143622,18497,1932,131391,0.140778287706159
"WY",2022,2,"2",6443,11330,109938,659,1050,4619,6,0.162967561694863,55,0.0926743159752868,11702,61,128081,0.0913640586816155
"WY",2022,2,"3",4335,9278,87289,252,510,2823,-46,0.117647058823529,-91,0.0549687432636344,4460,-762,96969,0.0459940805824542
"WY",2022,2,"4",2909,4835,59293,178,279,955,8,0.0959092471639739,19,0.0577042399172699,3041,-61,64364,0.0472469082095581
"WY",2022,2,"5",3585,4982,89363,147,190,1457,-29,0.0529986052998605,-45,0.0381372942593336,2634,-439,95325,0.0276317859952793
"WY",2022,2,"6",8001,10997,189428,226,291,2294,-4,0.0363704536932883,-4,0.0264617622988088,3869,2,197579,0.0195820406014809
"WY",2022,3,"0",56028,94498,1911091,3344,5140,41965,-166,0.0917398443635325,-334,0.0543926855594827,121300,-6203,2071985,0.0585428948568643
"WY",2022,3,"1",9543,12304,219759,1062,1391,10057,69,0.145761290998638,137,0.11305266579974,36829,2356,256344,0.143670224385981
"WY",2022,3,"2",12980,23158,396243,1045,1653,14686,-121,0.127349768875193,-220,0.0713792210035409,38280,-4310,448974,0.0852610618877708
"WY",2022,3,"3",9482,21571,332369,467,974,6856,-8,0.102720944948323,-80,0.0451532149645357,17663,-272,357399,0.0494209552908654
"WY",2022,3,"4",6604,11671,239501,261,404,4503,-28,0.0611750454270139,-78,0.0346157141633108,9696,-1029,254759,0.0380594993699928
"WY",2022,3,"5",7545,10919,299135,241,335,2826,-58,0.0444002650762094,-86,0.03068046524407,8921,-2212,314743,0.0283437598294482
"WY",2022,3,"6",9874,14875,424081,268,383,3034,-20,0.0387887381000608,-7,0.0257478991596639,9908,-735,439763,0.0225303174664535
"WY",2022,4,"0",38722,77069,2190023,1867,3481,38709,-198,0.0898972160528898,-434,0.0451673175985156,114338,-13018,2343892,0.048781257839525
"WY",2022,4,"1",2416,3790,91836,252,360,4423,0,0.149006622516556,-19,0.0949868073878628,14910,-325,106736,0.139690451206716
"WY",2022,4,"2",7946,17067,389656,633,1181,13054,-53,0.148628240624213,-132,0.0691978672291557,38639,-3459,438965,0.088022963106398
"WY",2022,4,"3",7761,20665,442600,370,907,7486,-6,0.116866383198041,-103,0.0438906363416405,22752,-599,471913,0.0482122764153562
"WY",2022,4,"4",5613,11715,335086,193,419,5397,-64,0.0746481382504899,-85,0.0357661118224498,11977,-3894,356203,0.0336240851424609
"WY",2022,4,"5",6443,10597,409884,190,291,4596,-47,0.0451652956697191,-63,0.027460602057186,11819,-2983,429934,0.0274902659477966
"WY",2022,4,"6",8543,13235,520960,229,323,3749,-28,0.0378087322954466,-32,0.0244049867774839,14238,-1759,540138,0.0263599302400498
"WY",2022,5,"0",27987,65915,2220403,1159,2593,30358,-208,0.092650159002394,-428,0.0393385420617462,100097,-17792,2357602,0.0424571238063083
"WY",2022,5,"1",743,1413,40782,72,121,1061,-5,0.162853297442799,-8,0.0856334041047417,6026,-474,46392,0.129893085014658
"WY",2022,5,"2",4533,11980,314277,341,797,7855,-46,0.175821751599382,-88,0.0665275459098497,29307,-3810,350178,0.0836917224954166
"WY",2022,5,"3",6041,19292,475651,278,816,7105,-46,0.135076974010925,-128,0.0422973253161932,24088,-4009,509295,0.0472967533551282
"WY",2022,5,"4",4791,11801,395303,149,335,5669,-21,0.0699227718639115,-66,0.0283874247945089,12945,-1708,415334,0.0311676867292348
"WY",2022,5,"5",5253,9989,453098,137,239,4819,-71,0.0454978107747954,-109,0.0239263189508459,12050,-6086,475325,0.0253510755798664
"WY",2022,5,"6",6626,11440,541290,182,285,3846,-19,0.043012375490492,-29,0.0249125874125874,15679,-1705,561076,0.0279445208848712
"WY",2022,6,"0",45442,120653,5410371,1662,4091,61115,-282,0.0900268474098851,-600,0.0339071552302885,224927,-39899,5708197,0.0394042111721092
"WY",2022,6,"1",410,792,27658,57,96,1258,16,0.234146341463415,30,0.121212121212121,8090,2325,31963,0.253105152832963
"WY",2022,6,"2",4999,15021,499413,358,897,10331,-7,0.179435887177435,-19,0.0597163970441382,46916,-1093,547660,0.0856662893035825
"WY",2022,6,"3",10574,38514,1250497,399,1299,14852,-83,0.122848496311708,-261,0.0337279950147998,53296,-10848,1325091,0.0402206339036338
"WY",2022,6,"4",9332,27126,1166980,289,780,14856,-55,0.0835833690527218,-45,0.028754700287547,39015,-8633,1226303,0.0318151386729055
"WY",2022,6,"5",9266,19232,1183093,275,529,11592,-110,0.0570904381610188,-221,0.0275062396006656,38080,-16111,1245744,0.0305680781926303
"WY",2022,6,"6",10861,19968,1282726,284,490,8224,-43,0.0451155510542307,-84,0.0245392628205128,39528,-5539,1331433,0.0296883132684859
"WY",2022,7,"0",15646,39581,10256628,565,1371,63711,-316,0.0876262303464144,-777,0.0346378312826861,471113,-921861,11311981,0.0416472587781044
"WY",2022,7,"1",27,46,5816,0,0,0,0,0,0,0,0,0,5816,0
"WY",2022,7,"2",692,1877,164312,57,129,1677,-37,0.186416184971098,-72,0.0687266915290357,19357,-46576,199984,0.0967927434194736
"WY",2022,7,"3",2632,9737,1182508,128,415,5449,-27,0.157674772036474,-106,0.0426209304713978,63064,-244844,1461783,0.0431418343215101
"WY",2022,7,"4",3264,10288,2089885,94,296,40565,-104,0.0906862745098039,-286,0.0287713841368585,71368,-271160,2295000,0.0310971677559913
"WY",2022,7,"5",3824,8188,3147433,122,246,9814,-127,0.0643305439330544,-261,0.0300439667806546,93083,-277068,3466134,0.0268549917573873
"WY",2022,7,"6",5207,9445,3666671,164,285,6204,-21,0.0547340119070482,-52,0.0301746956061408,224239,-82214,3883262,0.0577450092216286
"AL",2023,0,"0",1808083,3726174,138634294,49431,87394,3665220,-6018,0.0483351704540112,-16283,0.0234540845381885,3202618,-548022,146098448,0.0219209583937538
"AL",2023,0,"1",218090,304106,5154439,13626,17160,581581,1092,0.0786831124765005,627,0.0564276929754757,443705,66112,6185216,0.0717363791337279
"AL",2023,0,"2",333577,734870,14398998,15412,28402,853002,-216,0.0851437599115047,-2266,0.0386490127505545,870076,-23292,16052048,0.0542034262543945
"AL",2023,0,"3",321032,894541,23071821,7881,19584,633638,-1750,0.0610032644720776,-5313,0.0218927919458136,611298,-138541,24449508,0.0250024663072975
"AL",2023,0,"4",285078,676153,28869010,4670,9908,565071,-1622,0.0347554002764156,-3520,0.0146534881898032,474205,-144884,30053719,0.015778579682601
"AL",2023,0,"5",283865,525487,31477789,3603,6144,537120,-1922,0.0216440913814665,-3257,0.0116920114103679,417223,-183828,32640031,0.0127825552616663
"AL",2023,0,"6",366441,591017,35662234,4239,6196,494805,-1600,0.0169085882856995,-2554,0.0104836239905113,386109,-123589,36717924,0.010515545486722
"AL",2023,1,"0",120789,179946,1966450,4607,6315,132839,-688,0.0522812507761468,-1223,0.0350938614917809,26962,-3655,2239201,0.0120409020896293
"AL",2023,1,"1",29306,36810,573438,1940,2269,72743,-30,0.0774244182078755,-133,0.0616408584623744,11996,112,714474,0.0167899741628107
"AL",2023,1,"2",19597,33169,241909,1097,1691,22165,-110,0.0862887176608665,-261,0.0509813379963219,6378,-869,288314,0.0221217145195863
"AL",2023,1,"3",13018,25302,173334,505,913,10901,-171,0.070133661084652,-327,0.0360841040233974,2922,-1059,197143,0.0148217283900519
"AL",2023,1,"4",10509,17106,172809,307,461,8545,-96,0.0438671614806356,-120,0.0269496083245645,1800,-514,189666,0.00949036727721363
