"state","year","agi_class","age_group","total_n1","total_n2","nonmig_y1_agi","outflow_n1","outflow_n2","samest_y1_agi","net_outflow_n1","pct_outflow_n1","net_outflow_n2","pct_outflow_n2","outflow_agi","net_outflow_agi","total_agi","pct_outflow_agi"
"NE",2017,3,"5",30835,48848,1208611,575,865,26897,90,0.0280525377006648,161,0.0177079921388798,20854,3175,1255993,0.0166035957206768
"NE",2017,3,"6",30814,47963,1252739,510,742,29689,5,0.0240799636528851,33,0.0154702583241248,18692,390,1304399,0.0143299711207997
"NE",2017,4,"0",124179,283718,7035510,4322,8853,288371,642,0.0712922474814582,1003,0.0312035189871633,264810,39140,7535728,0.0351405995545487
"NE",2017,4,"1",5058,8803,178972,503,731,27147,157,0.144523527085805,151,0.0830398727706464,30138,9565,221181,0.136259443623096
"NE",2017,4,"2",24880,61538,1184319,1757,3626,100580,323,0.145739549839228,517,0.0589229419220644,107772,19855,1361762,0.0791415827435338
"NE",2017,4,"3",23396,72962,1301250,817,2327,58661,42,0.0994614464010942,216,0.0318933143280064,50084,2290,1405455,0.0356354347880224
"NE",2017,4,"4",22314,55826,1326330,465,967,40780,54,0.0433360222281975,21,0.0173216780711496,28664,3343,1394349,0.020557263640595
"NE",2017,4,"5",24927,46600,1560399,395,635,30228,48,0.025474385204798,63,0.0136266094420601,24389,3008,1613535,0.0151152593529115
"NE",2017,4,"6",23604,37989,1484238,385,567,30973,18,0.0240213523131673,35,0.0149253731343284,23760,1079,1539444,0.0154341437557975
"NE",2017,5,"0",85158,227093,6792948,2681,6557,214006,380,0.0769980506822612,766,0.0288736332691893,232141,32725,7199694,0.0322431758905309
"NE",2017,5,"1",1165,2323,54453,124,188,8371,18,0.16137339055794,-9,0.0809298321136461,10522,1576,68894,0.152727378291288
"NE",2017,5,"2",13963,41241,935005,956,2264,68217,195,0.162142805987252,412,0.0548968259741519,82403,16872,1061727,0.0776122298858369
"NE",2017,5,"3",17337,63658,1341293,644,2086,52074,35,0.120320701390091,3,0.0327688585880801,56068,3125,1442322,0.0388734277089305
"NE",2017,5,"4",16802,49473,1383142,366,960,33381,70,0.0571360552315201,227,0.0194045236795828,31954,6115,1443177,0.0221414282516975
"NE",2017,5,"5",18707,39600,1598136,318,596,26397,50,0.0318597316512535,105,0.0150505050505051,27740,4317,1650489,0.0168071401869385
"NE",2017,5,"6",17184,30798,1480917,273,463,25564,12,0.0269436685288641,28,0.0150334437301123,23452,721,1533083,0.0152972800559396
"NE",2017,6,"0",108949,320056,13287901,3390,9313,348294,746,0.0854803623713848,1925,0.0290980328442523,456261,103377,13957282,0.032689817401411
"NE",2017,6,"1",379,753,25533,50,91,3158,20,0.240105540897098,33,0.120849933598938,7312,3726,30948,0.236267287062169
"NE",2017,6,"2",11764,36907,1139121,818,2161,80095,112,0.183696021761306,251,0.0585525781017151,106128,13838,1295728,0.0819060790536285
"NE",2017,6,"3",24350,96289,2836698,916,3276,96789,184,0.134537987679671,623,0.0340225778645536,123634,25689,3023157,0.0408956597358324
"NE",2017,6,"4",26228,88806,3285716,659,1917,72226,184,0.0730898276650907,491,0.021586379298696,89842,24804,3419806,0.0262710808741782
"NE",2017,6,"5",25458,58176,3323203,539,1126,52658,150,0.044229711681986,331,0.0193550605060506,73748,21063,3427267,0.0215180200433757
"NE",2017,6,"6",20770,39125,2677627,408,742,43366,96,0.0357246027924892,196,0.018964856230032,55595,14257,2760374,0.0201403867736763
"NE",2017,7,"0",29466,88671,12095527,1051,3097,194182,264,0.105104187877554,735,0.0349268644765481,503296,218212,12524099,0.0401862042131733
"NE",2017,7,"1",31,51,8940,0,0,0,0,0,0,0,0,0,8940,0
"NE",2017,7,"2",1272,4099,300797,96,252,11246,-10,0.19811320754717,-39,0.0614784093681386,34801,5275,334150,0.104147837797396
"NE",2017,7,"3",5749,24038,1852495,282,1081,41468,40,0.188032701339363,158,0.0449704634328979,99667,15085,1961715,0.0508060549060389
"NE",2017,7,"4",8073,29488,3333009,299,994,60900,103,0.123126470952558,343,0.0337086272381986,130389,55368,3459505,0.0376900741580082
"NE",2017,7,"5",8159,19298,3669372,242,534,53085,103,0.0654491972055399,228,0.027671261270598,151134,100769,3766082,0.0401302998713252
"NE",2017,7,"6",6182,11697,2930911,132,236,27481,28,0.0381753477838887,45,0.0201761135333846,87303,41715,2993705,0.0291621919995457
"NV",2017,0,"0",1106519,2321095,73767243,59628,114207,681716,-22620,0.103212868464075,-41865,0.0492039317649644,3643850,-1795414,79650227,0.0457481433166537
"NV",2017,0,"1",117116,172646,2274440,8857,12530,50457,-3718,0.106987943577308,-5439,0.0725762543007078,209747,-91602,2584004,0.0811713139762942
"NV",2017,0,"2",214226,459154,7987399,17100,33565,122759,-5970,0.156680328251473,-11273,0.0731018351141447,800116,-214697,9030431,0.0886021940702498
"NV",2017,0,"3",204376,574765,12711999,10947,28566,141563,-3368,0.139771793165538,-7417,0.0497003123015493,797857,-162868,13766237,0.0579575231779026
"NV",2017,0,"4",199170,474349,16242178,7546,15733,144008,-3049,0.078992820203846,-6201,0.0331675622800933,635314,-366291,17327592,0.0366648753040815
"NV",2017,0,"5",175496,324057,16017505,6614,10891,125266,-4039,0.0620583944933218,-7322,0.0336082849622134,566658,-586914,17316915,0.0327228031089833
"NV",2017,0,"6",196135,316124,18533719,8564,12922,97660,-2476,0.0658831926989064,-4213,0.0408763649707077,634156,-373042,19625044,0.0323136090803159
"NV",2017,1,"0",78240,114462,955959,6572,9716,15768,-2479,0.12418200408998,-3752,0.0848840663276895,38621,-15654,1102192,0.0350401744886553
"NV",2017,1,"1",14332,18810,131015,1551,2098,4035,-742,0.146385710298632,-982,0.111536416799575,9826,-4959,160503,0.0612200395008193
"NV",2017,1,"2",14152,22313,151676,1700,2761,4367,-736,0.195096099491238,-1163,0.123739524044279,10511,-4663,188441,0.0557787318046497
"NV",2017,1,"3",8614,15920,108099,837,1531,1949,-333,0.177733921523102,-595,0.0961683417085427,4887,-2466,128007,0.0381775996625185
"NV",2017,1,"4",8711,13667,112010,654,982,1590,-256,0.112731029732522,-404,0.0718519060510719,3846,-1464,128002,0.0300464055249137
"NV",2017,1,"5",10452,14071,164032,618,785,1898,-261,0.0751052430156908,-390,0.0557885011726245,3354,-1349,181759,0.0184530064536006
"NV",2017,1,"6",21979,29681,289125,1212,1559,1925,-151,0.0709313435552118,-218,0.05252518446144,6194,-753,315478,0.0196336987048225
"NV",2017,2,"0",240800,448744,4363612,15778,27286,56992,-6327,0.113313953488372,-11655,0.0608052698197636,272453,-107879,4876419,0.0558715319581849
"NV",2017,2,"1",56006,82144,782281,4226,5954,16467,-1803,0.106310038210192,-2595,0.0724824698091157,72769,-30572,894283,0.081371333235676
"NV",2017,2,"2",54508,113520,913932,4601,8796,14896,-2182,0.161370807954796,-4189,0.0774841437632135,79968,-37499,1062789,0.0752435337588176
"NV",2017,2,"3",36884,94123,686451,2330,5321,6818,-948,0.14426309510899,-2498,0.0565324097191972,40317,-16079,762336,0.0528861289510137
"NV",2017,2,"4",30110,63001,601216,1522,2820,5358,-611,0.093656592494188,-1239,0.0447611942667577,26451,-10448,657217,0.0402469808297716
"NV",2017,2,"5",26034,42314,561649,1277,1896,6683,-418,0.072827840516248,-643,0.0448078650092168,22105,-7273,615894,0.0358909162940376
"NV",2017,2,"6",37258,53642,818079,1822,2499,6768,-365,0.0670728434161791,-491,0.046586629879572,30841,-6007,883897,0.0348920745290458
"NV",2017,3,"0",335057,677102,11138874,15768,28254,124732,-5304,0.0843259505099132,-9952,0.0417278342110938,566997,-188829,12033214,0.0471193315435095
"NV",2017,3,"1",39236,57991,949378,2447,3457,19791,-946,0.0881078601284535,-1497,0.0596126985221845,82828,-30588,1058628,0.0782408929293387
"NV",2017,3,"2",84270,172104,2525803,5551,10179,37526,-1955,0.120790316838733,-3775,0.0591444707851067,201303,-68793,2814259,0.0715296637587372
"NV",2017,3,"3",65739,174929,2218222,2678,6386,23553,-954,0.0971417271330565,-2127,0.0365062396743822,98122,-34692,2377557,0.0412700936297216
"NV",2017,3,"4",58084,127800,2057432,1802,3330,16970,-555,0.0573307623441912,-1095,0.026056338028169,65400,-21043,2179920,0.0300011009578333
"NV",2017,3,"5",46345,79453,1765923,1527,2332,14209,-646,0.0503182651850254,-1076,0.0293506853108127,55460,-24367,1878773,0.0295192660316068
"NV",2017,3,"6",41383,64825,1622113,1763,2570,12681,-248,0.0621027958340381,-382,0.0396451986116467,63882,-9346,1724074,0.0370529339227899
"NV",2017,4,"0",172447,376426,9736576,8321,16893,111554,-2743,0.0979605328013824,-5318,0.0448773464107155,511746,-166314,10509497,0.0486936720187465
"NV",2017,4,"1",5610,9873,224533,482,774,6811,-171,0.137967914438503,-285,0.0783956244302644,28493,-10600,258889,0.110058751047746
"NV",2017,4,"2",31933,72586,1548736,2587,5345,27856,-668,0.167381705445777,-1419,0.0736367894635329,158877,-39426,1747994,0.0908910442484356
"NV",2017,4,"3",35866,100971,1971213,1786,4810,21135,-577,0.134110299447945,-1298,0.0476374404531994,109664,-34800,2131295,0.0514541628446555
"NV",2017,4,"4",35288,82993,2070536,1093,2244,21146,-503,0.0635910224438903,-915,0.0270384249274035,67636,-30676,2194862,0.030815604807956
"NV",2017,4,"5",31433,58077,1911180,1041,1690,19173,-526,0.0537651512741386,-935,0.0290992992062262,64129,-32819,2042224,0.0314015504665502
"NV",2017,4,"6",32317,51926,2010376,1332,2030,15430,-298,0.0628152365627998,-466,0.0390940954435158,82945,-17991,2134230,0.0388641336688173
"NV",2017,5,"0",104460,250328,8375808,4915,11140,82545,-1634,0.106643691365116,-3295,0.044501613882586,424518,-140592,9007669,0.0471285079413997
"NV",2017,5,"1",1274,2506,72390,96,151,1943,-35,0.118524332810047,-61,0.0602553870710295,8146,-2892,81816,0.0995648772856165
"NV",2017,5,"2",15215,39598,1044729,1298,3032,17473,-269,0.199277029247453,-596,0.0765695237133188,111117,-23181,1175461,0.0945305714098554
"NV",2017,5,"3",21640,67936,1657667,1188,3528,17454,-243,0.163031423290203,-492,0.0519312293923693,103483,-20032,1791463,0.0577645198365805
"NV",2017,5,"4",22603,58022,1858298,752,1671,14494,-304,0.0739282396142105,-757,0.0287994209093103,65086,-26265,1966085,0.0331043673086362
"NV",2017,5,"5",20844,41736,1761739,678,1229,16087,-487,0.0589618115524851,-874,0.029447000191681,58756,-41972,1885958,0.0311544583707591
"NV",2017,5,"6",22884,40530,1980981,903,1529,15091,-296,0.0668152420905436,-515,0.0377251418702196,77928,-26249,2106883,0.0369873410151394
"NV",2017,6,"0",133840,347014,16476881,6323,15787,131966,-2680,0.117954273759713,-5113,0.0454938417470188,854879,-368295,17761686,0.0481305096824705
"NV",2017,6,"1",561,1163,43413,55,96,1408,-3,0.171122994652406,3,0.0825451418744626,7683,295,49988,0.153696887252941
"NV",2017,6,"2",12513,34879,1213283,1195,3017,17380,-104,0.241109246383761,-77,0.086499039536684,155594,-12919,1367093,0.113813763950221
"NV",2017,6,"3",28455,96556,3285017,1621,5250,27625,-230,0.18450184501845,-398,0.0543725920709226,218071,-31294,3540771,0.0615885636207481
"NV",2017,6,"4",33128,94884,4108185,1242,3292,29714,-512,0.0993721323351847,-1101,0.0346949959951098,173172,-67886,4370393,0.0396238965237222
"NV",2017,6,"5",29508,63918,3801385,1055,2083,30801,-1078,0.0705910261623966,-2093,0.0325886291811383,143987,-150771,4126017,0.0348973356144679
"NV",2017,6,"6",29675,55614,4025595,1155,2049,25036,-753,0.0690480202190396,-1447,0.0368432409105621,156369,-105720,4307420,0.0363022412488218
"NV",2017,7,"0",41675,107019,22719530,1951,5131,158156,-1453,0.123119376124775,-2780,0.0479447574729721,974633,-807852,24359547,0.0400103088944963
"NV",2017,7,"1",97,159,71427,0,0,0,-18,0,-22,0,0,-12285,79893,0
"NV",2017,7,"2",1635,4154,589237,168,435,3259,-56,0.26605504587156,-54,0.104718343765046,82743,-28214,674391,0.122692918499802
"NV",2017,7,"3",7178,24330,2785326,507,1740,43026,-83,0.242407355809418,-9,0.0715166461159063,223310,-23505,3034805,0.0735829814436183
"NV",2017,7,"4",11246,33982,5434498,481,1394,54732,-308,0.123955184065445,-690,0.0410217173797893,233720,-208508,5831109,0.0400815693892877
"NV",2017,7,"5",10880,24488,6051593,418,876,36412,-623,0.0805147058823529,-1311,0.0357726233257106,218864,-328364,6586287,0.0332302555294053
"NV",2017,7,"6",10639,19906,7787447,377,686,20725,-365,0.0644797443368738,-694,0.0344619712649452,215995,-206975,8153059,0.0264925103571555
"NH",2017,0,"0",570426,1120720,43478875,28168,47401,1240670,-3882,0.0830975446420745,-8122,0.0422951317010493,1991301,-642373,47238430,0.0421542587253641
"NH",2017,0,"1",48353,58369,908614,4841,5698,101348,30,0.117841705788679,-80,0.0976203121519985,148604,2708,1128850,0.131641936484032
"NH",2017,0,"2",96140,172907,3805668,8626,13430,295402,-1519,0.139692115664656,-3134,0.0776718120145512,454357,-120543,4609801,0.0985632568520854
"NH",2017,0,"3",85068,229539,6507995,3949,9682,229009,-1027,0.11381483048855,-2411,0.0421801959579854,335241,-103831,7146414,0.0469103805069228
"NH",2017,0,"4",109869,264577,11091765,3368,6905,236571,-496,0.0628475730187769,-1222,0.0260982625095908,352049,-79328,11752179,0.0299560617652267
"NH",2017,0,"5",113629,208364,11719271,3374,5633,233870,-325,0.0495736123700816,-703,0.0270344205332975,380868,-279202,12622608,0.0301734792049313
"NH",2017,0,"6",117367,186964,9445560,4010,6053,144467,-545,0.0515732701696388,-572,0.0323752166192422,320180,-62177,9978576,0.0320867426374264
"NH",2017,1,"0",36141,49625,403768,2439,3210,20992,-119,0.088818793060513,-138,0.0646851385390428,13956,-548,460958,0.0302760772131084
"NH",2017,1,"1",5786,6904,43558,620,695,4493,-53,0.120117525060491,-90,0.100666280417149,3738,-364,55337,0.0675497406798345
"NH",2017,1,"2",5762,8630,54291,657,925,4761,-1,0.160534536619229,-1,0.107184241019699,3828,66,67775,0.0564810033198082
"NH",2017,1,"3",3261,5731,34039,217,384,1885,-24,0.117755289788408,-19,0.067004013261211,1291,-159,39541,0.0326496547887003
"NH",2017,1,"4",3740,5464,45888,199,281,2272,11,0.0751336898395722,14,0.0514275256222548,1097,19,51286,0.0213898529813204
"NH",2017,1,"5",5136,6539,64129,249,308,1984,28,0.0599688473520249,31,0.0471020033644288,1373,173,70776,0.0193992313778682
"NH",2017,1,"6",12456,16357,161861,497,617,5594,-80,0.0495343609505459,-73,0.0377208534572354,2627,-283,176241,0.0149057256824462
"NH",2017,2,"0",88870,133601,1628477,5413,7660,82274,-310,0.0861933160796669,-218,0.0573349001878728,95525,-6149,1833509,0.052099553370068
"NH",2017,2,"1",18565,22182,238471,1682,1996,22906,41,0.10751413950983,71,0.0899828689928771,29588,263,287804,0.102806076357521
"NH",2017,2,"2",18162,29150,283599,1579,2274,22984,-198,0.125206475057813,-238,0.0780102915951973,28386,-3658,342309,0.082925076466
"NH",2017,2,"3",9615,20241,168833,582,1181,9551,-19,0.122828913156526,23,0.0583469196185959,10273,-467,190995,0.0537867483441975
"NH",2017,2,"4",9914,16806,202145,435,700,8334,-22,0.0706072221101473,-22,0.0416517910270142,7829,-301,223133,0.035086697171642
"NH",2017,2,"5",10756,14989,239939,411,554,8204,23,0.0515061361100781,50,0.0369604376542798,7145,324,258056,0.027687788697027
"NH",2017,2,"6",21858,30233,495487,724,955,10293,-135,0.0436910970811602,-102,0.0315879998676942,12301,-2309,531209,0.0231566106748944
"NH",2017,3,"0",146058,231268,4809996,7946,11492,260578,-628,0.0786810719029427,-1013,0.0496912672743311,290678,-23344,5379793,0.0540314469348542
"NH",2017,3,"1",18844,22236,418252,1772,2087,47278,8,0.110751432816812,-24,0.0938568087785573,62034,733,513883,0.120716194153144
"NH",2017,3,"2",36116,55330,1010562,2977,4212,92891,-403,0.116624210876066,-674,0.0761250677751672,109908,-14277,1219371,0.0901349958298172
"NH",2017,3,"3",21162,43864,702986,957,1930,41973,-155,0.0912012097155278,-213,0.0439996352361846,35744,-6276,787739,0.045375435264726
"NH",2017,3,"4",23250,40526,833389,773,1257,33613,-40,0.0540645161290323,-58,0.0310171248087647,28711,-1590,899976,0.0319019618300932
"NH",2017,3,"5",23052,33579,900834,647,852,26518,1,0.0369599167100469,-26,0.0253730009827571,24256,-183,957402,0.0253352301332147
"NH",2017,3,"6",23634,35733,943971,820,1154,18303,-39,0.0488279597190488,-18,0.0322950773794532,30023,-1750,1001422,0.0299803679168223
"NH",2017,4,"0",94517,178958,5318164,4523,7356,218803,-757,0.0778272691685094,-1619,0.0411046167257122,276832,-47808,5851277,0.0473113817718765
"NH",2017,4,"1",4059,5284,137347,589,689,20175,59,0.169746242916975,21,0.130393641180924,35441,3801,180995,0.195812039006602
"NH",2017,4,"2",17040,32002,775981,1667,2577,69464,-320,0.151232394366197,-665,0.0805262171114305,101425,-20213,953626,0.106357209220386
"NH",2017,4,"3",14750,36742,809214,640,1442,38433,-225,0.0977627118644068,-525,0.039246638724076,39401,-13854,900389,0.0437599748553125
"NH",2017,4,"4",19065,39838,1126879,548,1010,36973,-97,0.0529766587988461,-226,0.0253526783473066,33630,-6664,1206454,0.0278750785359409
"NH",2017,4,"5",20694,35156,1288161,488,745,29741,-62,0.0360007731709674,-93,0.0211912618045284,29889,-4168,1357201,0.0220225301926539
"NH",2017,4,"6",18909,29936,1180579,591,893,24015,-112,0.0472261885874451,-131,0.0298303046499198,37043,-6711,1252609,0.0295726759108389
"NH",2017,5,"0",66359,151584,5334728,2644,5135,152151,-603,0.0773821184767703,-1462,0.0338756069242136,228858,-51239,5750508,0.0397978752485867
"NH",2017,5,"1",756,1152,34075,135,168,3529,-7,0.222222222222222,-25,0.145833333333333,11381,-417,45958,0.247639148788024
"NH",2017,5,"2",8953,20981,581885,824,1480,40728,-213,0.165307718083324,-557,0.0705400123921643,70986,-18202,698421,0.101637837350251
"NH",2017,5,"3",11196,34302,868610,461,1253,32997,-218,0.111914969632011,-536,0.0365284823042388,39961,-18745,957504,0.0417345515005681
"NH",2017,5,"4",14878,37748,1229907,370,779,29407,-105,0.0523591880629117,-258,0.0206368549327117,32061,-9070,1302468,0.0246155759680852
"NH",2017,5,"5",16182,31924,1370613,410,721,26952,-36,0.0445556791496725,-60,0.0225848891116401,35973,-2656,1438472,0.0250077860396309
"NH",2017,5,"6",14394,25477,1249634,444,734,18537,-24,0.050993469501181,-26,0.0288102994858107,38493,-2150,1307683,0.0294360330447058
"NH",2017,6,"0",104460,278256,13046629,3825,8953,308397,-957,0.0857074478269194,-2461,0.0321754068196193,520782,-131290,13965551,0.0372904728213015
"NH",2017,6,"1",307,545,21092,43,63,2964,-18,0.205211726384365,-33,0.115596330275229,6420,-1307,29055,0.220960247805885
"NH",2017,6,"2",9079,24000,872476,838,1758,56987,-272,0.193633660094724,-752,0.07325,108644,-37758,1050192,0.103451559333912
"NH",2017,6,"3",19577,68136,2352434,813,2557,67691,-301,0.130612453389181,-895,0.0375278854056593,110457,-42543,2562789,0.043100309857737
"NH",2017,6,"4",28293,87145,3663478,682,1772,67558,-162,0.0626303325911003,-453,0.0203339262149291,95806,-21369,3842446,0.0249335969848373
"NH",2017,6,"5",27527,61465,3610802,752,1535,73121,-154,0.055763432266502,-292,0.0249735621898641,105295,-20682,3811967,0.0276222223329845
"NH",2017,6,"6",19677,36965,2526345,697,1268,40073,-50,0.0644407175890634,-36,0.0343027187880427,94157,-7632,2669100,0.0352766850249148
"NH",2017,7,"0",34021,97428,12937109,1378,3595,197472,-508,0.105670027336057,-1211,0.036899043396149,564667,-381995,13996832,0.0403424860711338
"NH",2017,7,"1",36,66,15815,0,0,0,0,0,0,0,0,0,15815,0
"NH",2017,7,"2",1028,2814,226871,84,204,7585,-112,0.198443579766537,-247,0.0724946695095949,31177,-26501,278105,0.112105140144909
"NH",2017,7,"3",5507,20523,1571875,279,935,36478,-85,0.169783911385509,-246,0.0455586415241436,98110,-21788,1707455,0.057459786641522
"NH",2017,7,"4",10729,37050,3990076,361,1106,58412,-81,0.103085096467518,-219,0.0298515519568151,152912,-40354,4226414,0.0361800807966281
"NH",2017,7,"5",10282,24712,4244790,417,918,67347,-125,0.0892822408091811,-313,0.0371479443185497,176933,-252010,4728732,0.0374165844035991
"NH",2017,7,"6",6439,12263,2887680,237,432,27649,-105,0.0670911632241031,-186,0.0352279213895458,105532,-41343,3040308,0.0347109569162072
"NJ",2017,0,"0",3586156,7541701,322232272,138033,250724,11079546,25097,0.0699144153238175,46344,0.0332450199232242,12910629,3039299,342354180,0.0377113228177906
"NJ",2017,0,"1",252528,327076,5101597,18914,23083,428469,3149,0.0914076854843819,3284,0.0705738115911898,643932,112857,5935871,0.108481468010339
"NJ",2017,0,"2",658182,1190064,28916751,45017,73600,2979972,1855,0.11182317352951,1591,0.0618454133559204,2964294,-255145,34597408,0.0856796555395132
"NJ",2017,0,"3",631919,1772755,58810313,24056,61459,2886509,1217,0.0972577181569157,4780,0.0346686372341356,2650732,-51774,64151840,0.0413196566146817
"NJ",2017,0,"4",703308,1866849,90494251,15838,36205,1922661,3881,0.051478157507095,9727,0.0193936413711018,2125686,592066,93809730,0.0226595471493202
"NJ",2017,0,"5",649891,1296244,77927473,15665,28303,1690892,7806,0.0435503799867978,14892,0.0218346237282487,2609119,1712382,80560479,0.032387083994374
"NJ",2017,0,"6",690328,1088713,60981885,18543,28074,1171042,7189,0.0406676246653765,12070,0.0257864101925852,1916864,928914,63298849,0.030282762329533
"NJ",2017,1,"0",230410,328805,2558172,11957,16689,130325,2091,0.0724317520940931,3167,0.0507565274250696,69231,12061,2824603,0.024509993085754
"NJ",2017,1,"1",34502,43869,287416,2803,3516,19783,316,0.101907135818213,459,0.0801477125076934,17083,2090,331609,0.0515154896278448
"NJ",2017,1,"2",41866,61935,414279,3410,4901,31876,489,0.11706396598672,807,0.0791313473803181,20324,2879,485955,0.0418228025228673
"NJ",2017,1,"3",25105,44939,284362,1437,2476,16027,275,0.0986257717586138,472,0.0550969091435056,8527,1865,318413,0.0267796855027904
"NJ",2017,1,"4",27181,43589,330286,1124,1727,14908,184,0.0635370295426953,298,0.0396200876367891,6520,959,359541,0.0181342322572391
"NJ",2017,1,"5",31097,42707,396452,1126,1476,14150,359,0.0474643856320545,478,0.0345610789800267,5989,1793,421792,0.0141989416584478
"NJ",2017,1,"6",70659,91766,845375,2057,2593,33578,468,0.0366973775456771,653,0.028256652790794,10785,2475,907291,0.0118870351408754
"NJ",2017,2,"0",606760,1088922,9829015,26119,43090,488741,5293,0.0710165469048718,8555,0.0395712456906923,452478,93686,10733463,0.0421558261299266
"NJ",2017,2,"1",99822,135389,1329249,6392,8193,82943,1075,0.0820760954499008,1218,0.0605145174275606,111687,19765,1493553,0.074779401869234
"NJ",2017,2,"2",135786,255549,2134101,8328,14137,132482,1497,0.10411235326175,2433,0.0553201147333779,146179,27015,2396130,0.0610062893081761
"NJ",2017,2,"3",93193,233650,1638546,3762,8699,78635,760,0.0933439206807378,1829,0.0372309009201798,64816,13633,1779546,0.0364227729994055
"NJ",2017,2,"4",84369,179326,1601769,2431,4790,58338,476,0.0567744076615819,898,0.0267111294513902,42076,8315,1701932,0.0247224918504382
"NJ",2017,2,"5",73670,121192,534520,2090,3230,55253,693,0.0438441699470612,1096,0.0266519242194204,35634,11630,622970,0.0572001862047932
"NJ",2017,2,"6",119920,163816,2590828,3116,4041,81088,792,0.0336974649766511,1081,0.0246679201054842,52085,13330,2739330,0.0190137734409509
"NJ",2017,3,"0",817993,1480847,27028019,31078,49650,1374106,5861,0.0606973409307904,8855,0.0335281092509895,1138410,213322,29264778,0.0389003463480912
"NJ",2017,3,"1",84342,105566,1936676,5884,6972,162217,1195,0.0826634417016433,1113,0.0660439914366368,210914,44142,2218747,0.0950599595176917
"NJ",2017,3,"2",210114,350188,5971601,12072,18235,527815,1403,0.0867862208134632,1422,0.0520720298810924,445236,50519,6849201,0.0650055386022399
"NJ",2017,3,"3",138755,340213,4598033,4544,10333,247272,625,0.0744693884905048,1875,0.0303721492124052,166803,20351,4994402,0.0333979923922824
"NJ",2017,3,"4",136864,294338,4898768,2972,5784,169380,712,0.0422609305588029,1375,0.0196508775625302,108725,25889,5153178,0.0210986307866718
"NJ",2017,3,"5",121853,204187,4645713,2602,4135,134263,1117,0.0339343307099538,1827,0.0202510443857836,96124,41860,4840692,0.0198574914495696
"NJ",2017,3,"6",126065,186355,4977226,3004,4191,133157,809,0.0332447546900409,1243,0.022489334871616,110605,30561,5208555,0.021235256227495
"NJ",2017,4,"0",551840,1028709,30668317,21102,34925,1563169,3023,0.0632882719628878,5500,0.0339503202557769,1300452,185437,33249770,0.0391116088923322
"NJ",2017,4,"1",24265,28940,858916,2455,2766,105200,330,0.113991345559448,282,0.0955770559778853,148217,18993,1053124,0.140740311682195
"NJ",2017,4,"2",116882,187307,5266302,8421,12541,604163,197,0.107296247497476,255,0.0669542515762892,517935,9813,6302015,0.08218561840935
"NJ",2017,4,"3",95127,231211,5201691,3361,7952,312884,56,0.0835935118315515,610,0.0343928273308796,207997,3021,5714480,0.0363982374599264
"NJ",2017,4,"4",104104,233753,6180899,2141,4442,214911,494,0.0426688695919465,1216,0.0190029646678331,132719,31452,6498579,0.0204227724245562
"NJ",2017,4,"5",103346,184547,6422173,2086,3509,169624,982,0.033953902424864,1722,0.0190141264826846,129227,61409,6671288,0.0193706222846323
"NJ",2017,4,"6",108116,162951,6738334,2638,3715,156384,964,0.0343612416293611,1415,0.0227982645089628,164354,60748,7010282,0.0234447059333704
"NJ",2017,5,"0",380774,821689,30146194,14356,27132,1294436,2182,0.0712548650905787,4454,0.0330197921598074,1244524,190677,32382747,0.0384316994478572
"NJ",2017,5,"1",6172,7838,296998,861,983,33392,138,0.159267660401815,120,0.125414646593519,73033,11504,372982,0.19580837681175
"NJ",2017,5,"2",61396,116263,3816909,5289,8872,445107,-217,0.144504527982279,-165,0.0763097460068981,456848,-18841,4657246,0.0980940238072028
"NJ",2017,5,"3",67741,188442,5162015,2781,7262,300214,-21,0.107202432795501,342,0.0385370564948366,242229,-2162,5690200,0.0425695054655372
"NJ",2017,5,"4",79270,203773,6627749,1547,3480,212049,347,0.0439005929103065,781,0.0170778267974658,134521,30537,6944067,0.0193720769111243
"NJ",2017,5,"5",81391,162992,6981725,1717,3073,166115,897,0.0377560172500645,1629,0.018853686070482,149464,78148,7220372,0.0207003184877455
"NJ",2017,5,"6",84804,142381,7260796,2161,3462,137557,1038,0.0408235460591482,1747,0.024315042035103,188427,91491,7497877,0.0251307136673488
"NJ",2017,6,"0",676904,1801645,85801575,21941,48733,2958674,4363,0.0719939607388936,9981,0.0270491689539282,3019854,597810,90896240,0.0332230904160612
"NJ",2017,6,"1",2849,4284,194716,458,562,19810,90,0.197262197262197,80,0.131185807656396,57003,10687,244767,0.232886786208925
"NJ",2017,6,"2",74718,173506,7154810,5903,11279,823085,-793,0.150954254664204,-1519,0.0650063974732862,790985,-119153,8706906,0.0908457033991179
"NJ",2017,6,"3",139775,466003,17138825,5065,14619,875896,-257,0.104589518869612,-28,0.0313710426756909,705682,-33495,18676628,0.0377842295729186
"NJ",2017,6,"4",169547,539673,22759558,3160,8294,498405,973,0.048918588945838,2845,0.015368565779648,444862,138185,23554178,0.0188867554622369
"NJ",2017,6,"5",157190,370233,21130737,3448,7011,414196,2116,0.0446020739232776,4409,0.0189367236307947,481489,292584,21737540,0.022150114502377
"NJ",2017,6,"6",132825,247946,17422928,3907,6968,327280,2234,0.0524600037643516,4194,0.0281028933719439,539831,309002,17976218,0.0300302877946852
"NJ",2017,7,"0",321475,991084,136200976,11480,30505,3270092,2284,0.0948907380045105,5832,0.0307794293924632,5685677,1746306,143002577,0.0397592625201433
